date,description,amount
2024-01-01,HALDIRAMS *47822,-692.85
2024-01-01,RAPIDO DELHI,-305.95
2024-01-02,UPI/160224486/ICLOUD/okhdfc,-468.78
2024-01-03,INDANE GAS GURGAON,-2177.60
2024-01-04,BIGBASKET GURGAON,-1016.14
2024-01-04,CLIENT PAYMENT NEFT GURGAON,24401.44
2024-01-04,POS 5304XXXXXX9605 VIJAY SALES MUMBAI,-1791.85
2024-01-06,ACH D- COURSERA-640698,-2530.73
2024-01-07,POS 8575XXXXXX2165 BOX8 DELHI,-298.27
2024-01-07,UPI-BIG BAZAAR-285010686@icici,-776.77
2024-01-08,POS 5744XXXXXX9029 DELHI METRO CHENNAI,-199.25
2024-01-08,SPENCERS *79461,-609.58
2024-01-08,SPENCERS DELHI,-583.55
2024-01-08,UPI/721197470643/BYJUS/ybl,-1790.95
2024-01-10,BARBEQUE NATION DELHI,-186.39
2024-01-10,EATSURE *41354,-584.50
2024-01-10,POS 3227XXXXXX7089 UBER HYDERABAD,-88.85
2024-01-11,CLIENT PAYMENT NEFT MUMBAI,27258.47
2024-01-11,NAMMA METRO *59714,-405.57
2024-01-11,UPI/104110092/DOMINOS PIZZA/ybl,-3810.38
2024-01-13,IRCTC 704700,-254.47
2024-01-13,POS 7363XXXXXX6239 BARBEQUE NATION NOIDA,-686.37
2024-01-14,POS 1663XXXXXX5918 PANTALOONS MUMBAI,-1643.99
2024-01-17,MANIPAL HOSPITA 750252,-748.63
2024-01-17,POS 2005XXXXXX1466 HALDIRAMS GURGAON,-466.66
2024-01-17,UPI/584495409/BARBEQUE NATION/paytm,-289.08
2024-01-18,GOOGLE ONE *42600,-808.88
2024-01-18,UPI-ICLOUD-844229542176@ybl,-437.56
2024-01-19,CLIENT PAYMENT NEFT HYDERABAD,19936.41
2024-01-19,HALDIRAMS DELHI,-236.03
2024-01-20,MUMBAI LOCAL PA 543841,-153.91
2024-01-20,UPI/950357249420/BHARAT GAS/paytm,-887.32
2024-01-21,UPI-NETFLIX-069178330@axl,-612.73
2024-01-22,ACH D- BARBEQUE NATION-167143,-225.24
2024-01-23,MUMBAI LOCAL PA 987515,-402.78
2024-01-24,BHARAT PETR 910704,-422.56
2024-01-24,POS 9302XXXXXX9577 SONYLIV NOIDA,-397.14
2024-01-25,POS 1862XXXXXX1620 MICROSOFT 365 PUNE,-653.56
2024-01-25,UPI-OYO ROOMS-346200611131@axl,-10219.60
2024-01-25,UPI/417331492/BLUE TOKAI/ybl,-205.57
2024-01-26,CAFE COFFEE DAY 365650,-426.85
2024-01-26,DELHI METRO *20924,-184.32
2024-01-28,UPI-GOOGLE ONE-648737040335@ybl,-475.72
2024-01-30,HALDIRAM 935478,-553.33
2024-01-30,UPI-BARBEQUE NATION-735952515361@icici,-253.24
2024-01-31,POS 7648XXXXXX6993 CAFE COFFEE DAY MUMBAI,-272.43
2024-01-31,UPI-BHARAT PETROLEUM-231728509@ybl,-272.71
2024-02-01,BLUE TOKAI NOIDA,-918.92
2024-02-02,UPI/447580106353/CHAAYOS/ybl,-160.20
2024-02-03,CLIENT PAYMENT NEFT BANGALORE,11991.70
2024-02-03,GOOGLE ONE 911272,-443.46
2024-02-03,NAMMA METRO *68036,-68.42
2024-02-04,UPI-CHATGPT PLUS-462905943611@ybl,-484.66
2024-02-05,ACH D- NETFLIX-342291,-213.71
2024-02-06,ACH D- SPOTIFY-281260,-577.08
2024-02-07,BOX8 NOIDA,-478.43
2024-02-08,UPI-CHATGPT PLUS-610330157@icici,-379.59
2024-02-10,POS 6767XXXXXX9921 BMTC BUS PASS PUNE,-156.55
2024-02-10,UPI-GUPTA PROVISION STORE-024180642789@icici,-1098.20
2024-02-10,UPI/637822249740/INDIAN OIL PETROL/ybl,-172.43
2024-02-11,CLIENT PAYMENT NEFT PUNE,27992.00
2024-02-11,SOCIETY MAINTENANCE *77213,-21211.33
2024-02-12,DMART PUNE,-589.16
2024-02-12,H&M 467117,-2114.61
2024-02-12,THIRD WAVE COFF 317337,-597.17
2024-02-12,UPI/481570694/ADANI ELECTRICITY/okhdfc,-1691.27
2024-02-14,ACH D- HP PETROL PUMP-750485,-674.60
2024-02-15,ACH D- DOMINOS PIZZA-867372,-554.33
2024-02-15,ACH D- SAGAR RATNA-242630,-5651.10
2024-02-16,BLUE TOKA 470174,-301.44
2024-02-16,COLLEGE 485548,-2562.66
