date,description,amount
2024-01-01,SALARY CREDIT DELHI,111080.86
2024-01-02,MORE SUPERMARKET *94612,-901.56
2024-01-02,UPI/789757717/SHARMA KIRANA/oksbi,-546.72
2024-01-03,FRESH VEGETABLES MART *07823,-1268.52
2024-01-03,UPI/789757717/SHARMA KIRANA/oksbi,-546.72
2024-01-04,APPLE  034631,-2649.01
2024-01-04,COLLEGE FEE PAYMENT *43405,-4508.07
2024-01-04,HALDIRAMS *68840,-606.46
2024-01-04,MANIPAL 060725,-970.32
2024-01-04,STARBUCKS MUMBAI,-301.40
2024-01-04,UPI-ICLOUD-213892404@axl,-635.40
2024-01-05,ACH D- BLUSMART-533093,-489.79
2024-01-05,INDIAN OIL PETROL *63516,-469.39
2024-01-08,BLUSMAR 027425,-1219.37
2024-01-09,POS 5804XXXXXX3509 AIRTEL POSTPAID NOIDA,-1100.70
2024-01-10,UPI/799211113/MILK DAIRY BOOTH/okhdfc,-2259.94
2024-01-11,GUPTA PROVISION STOR 969082,-917.84
2024-01-12,ZARA 958164,-2266.51
2024-01-13,BWSSB WATER 705873,-1336.69
2024-01-13,ZOMATO 194034,-493.47
2024-01-13,ZOMATO 194034,-493.47
2024-01-14,BLUSMART BANGALORE,-2233.14
2024-01-14,IRCTC DELHI,-1150.61
2024-01-14,POS 2013XXXXXX8212 NETFLIX PUNE,-700.32
2024-01-14,POS 7812XXXXXX9274 PVR CINEMAS HYDERABAD,-577.57
2024-01-15,IRCTC 286111,-1309.56
2024-01-15,RAPIDO 088671,-316.29
2024-01-16,UPI-ZOMATO-840389032@ybl,-984.52
2024-01-16,UPI/929828660038/BHARAT GAS/okhdfc,-2318.65
2024-01-17,ACH D- GOLDS GYM-740000,-549.98
2024-01-18,UPI/053240000117/MILK DAIRY BOOTH/oksbi,-678.38
2024-01-18,UPI/960824053348/BLINKIT/oksbi,-507.34
2024-01-19,ACH D- DECATHLON-767081,-4141.98
2024-01-20,ACH D- DELHI METRO-768939,-1333.34
2024-01-20,BURGER KING *74555,-292.18
2024-01-20,EATSUR 107830,-947.54
2024-01-20,POS 3167XXXXXX7068 BIGBASKET PUNE,-2034.80
2024-01-22,ACH D- BURGER KING-669726,-614.23
2024-01-22,POS 8573XXXXXX5588 MILK DAIRY BOOTH GURGAON,-1345.47
2024-01-22,UBER MUMBAI,-2339.96
2024-01-23,ACH D- SAGAR RATNA-141736,-646.66
2024-01-25,ACH D- BURGER KING-935990,-650.16
2024-01-26,NOBROKER RENT *83744,-13489.74
2024-01-26,POS 2797XXXXXX8467 BOOKMYSHOW PUNE,-908.24
2024-01-26,UPI-DOMINOS PIZZA-912402469636@axl,-679.87
2024-01-26,WESTSIDE PUNE,-1935.81
2024-01-27,ACH D- ACT FIBERNET-204211,-1225.21
2024-01-27,CHATGPT PLUS *07349,-345.98
2024-01-27,HP PETROL PUMP DELHI,-1384.34
2024-01-30,UPI/756823610347/SHELL FUEL/okhdfc,-688.99
2024-01-31,YOUTUBE PREMIUM HYDERABAD,-369.38
2024-02-01,UPI-STEAM GAMES-541991505@axl,-1089.59
2024-02-01,UPI/489693835/DELHI METRO/ybl,-472.41
2024-02-02,BARBEQUE NATION HYDERABAD,-876.73
2024-02-02,PAYTM INSIDER *13785,-1695.88
2024-02-03,BMTC BUS PASS MUMBAI,-1266.86
2024-02-03,POS 2508XXXXXX7494 DMART CHENNAI,-1731.67
2024-02-03,SALARY CREDIT NOIDA,108916.22
2024-02-04,ACH D- UBER-989693,-810.88
2024-02-05,MILK DAIRY BOOTH CHENNAI,-1469.38
2024-02-05,POS 8266XXXXXX4807 SPENCERS CHENNAI,-1361.83
2024-02-05,UPI-BESCOM-714165797095@axl,-2895.62
2024-02-06,POS 5470XXXXXX2854 SPENCERS GURGAON,-1677.56
2024-02-07,NETMEDS DELHI,-1409.61
2024-02-07,POS 8327XXXXXX7586 BHARAT PETROLEUM MUMBAI,-1364.69
2024-02-07,PUNJABI DHABA *32730,-872.15
2024-02-08,SPENCE 155359,-730.25
2024-02-08,UPI/501503097/APPLE STORE/ybl,-1161.05
2024-02-08,VI RECHARGE CHENNAI,-4317.18
2024-02-09,ACH D- CULT FIT-310516,-849.28
2024-02-09,MUMBAI LO 690205,-342.46
2024-02-11,CHATGPT PLUS CHENNAI,-868.10
2024-02-12,GOOGLE ON 538800,-758.23
2024-02-12,POS 6331XXXXXX4479 SOCIETY MAINTENANCE HYDERABAD,-21551.09
2024-02-13,ACH D- GUPTA PROVISION STORE-440050,-1653.49
2024-02-13,BSES RAJDHANI *50492,-3599.72
2024-02-13,OLA CAB 045622,-795.21
2024-02-14,BIGBASKET PUNE,-969.32
2024-02-14,DMART *49835,-1357.76
2024-02-15,NYKAA MUMBAI,-3606.62
2024-02-16,POS 9290XXXXXX1615 URBAN COMPANY MUMBAI,-25643.02
2024-02-16,RELIANCE FRE 228108,-980.56
2024-02-16,UPI/601487731589/FRESH VEGETABLES MART/paytm,-1327.43
2024-02-17,FLIPKART 089656,-1307.76
2024-02-17,MUMBAI LOCAL PASS *23626,-484.19
2024-02-18,UPI/447478962/BMTC BUS PASS/paytm,-1014.71
2024-02-20,ACH D- SAGAR RATNA-141247,-596.15
