date,description,amount
2024-01-01,ALLOWANCE FROM PARENTS BANGALORE,14592.40
2024-01-01,UPI-HALDIRAMS-972677641207@icici,-281.40
2024-01-02,UPI/618485441094/JIO PREPAID/oksbi,-423.93
2024-01-03,POS 2891XXXXXX2753 PIZZA HUT HYDERABAD,-125.46
2024-01-04,BLUSMART *34353,-208.19
2024-01-04,UPI-DELHI METRO-869598675@ybl,-181.04
2024-01-04,ZEPTO 563651,-350.88
2024-01-06,CHAAYOS *80739,-298.42
2024-01-06,SWIGGY NOIDA,-200.42
2024-01-06,UPI/800849550/HALDIRAMS/oksbi,-196.92
2024-01-07,ACH D- BMTC BUS PASS-125611,-100.81
2024-01-08,COMEDY CLUB TICKETS DELHI,-341.84
2024-01-09,ACH D- VIJAY SALES-825391,-545.86
2024-01-11,POS 1158XXXXXX2832 THIRD WAVE COFFEE GURGAON,-156.71
2024-01-13,HP PETROL PUMP BANGALORE,-60.45
2024-01-14,ACH D- ICLOUD-899787,-113.60
2024-01-14,MEESHO 343273,-607.57
2024-01-14,MORE SUPERMARKET PUNE,-215.93
2024-01-15,JIOMART CHENNAI,-82.25
2024-01-15,UPI-RAPIDO-733168887@ybl,-153.36
2024-01-15,UPI/975168513199/THIRD WAVE COFFEE/okhdfc,-114.13
2024-01-17,PAYTM INSIDE 915640,-394.82
2024-01-18,MUMBAI LOCAL PASS *48532,-41.94
2024-01-21,NAMMA METRO GURGAON,-82.66
2024-01-22,BLUE T 451235,-255.03
2024-01-22,RAPIDO *78995,-61.19
2024-01-23,THIRD WAVE COFFEE MUMBAI,-295.77
2024-01-25,UPI-COURSERA-654137672@axl,-1065.55
2024-01-27,BOX8 CHENNAI,-385.32
2024-01-29,ACH D- PUNJABI DHABA-322086,-165.69
2024-01-30,ACH D- CAFE COFFEE DAY-939482,-150.45
2024-01-30,PVR CINEMAS BANGALORE,-468.54
2024-01-31,HP PETROL PUM 873037,-73.05
2024-01-31,POS 7498XXXXXX4249 MUMBAI LOCAL PASS GURGAON,-103.41
2024-02-02,ALLOWANCE FROM PARENTS HYDERABAD,14694.92
2024-02-04,HALDIRAMS *46907,-272.95
2024-02-05,INDIAN O 053413,-115.82
2024-02-08,COLLEGE FEE PAYMENT *89433,-819.21
2024-02-08,OLA CABS *89866,-70.42
2024-02-09,UPI/757475159/SWIGGY/okhdfc,-209.02
2024-02-10,BLUSMART BANGALORE,-255.11
2024-02-10,UPI/654578486/RAPIDO/oksbi,-60.41
2024-02-12,UPI/393719127557/GOOGLE ONE/okhdfc,-215.49
2024-02-13,POS 3434XXXXXX8316 CAFE COFFEE DAY NOIDA,-125.44
2024-02-13,UPI-BLUE TOKAI-679471404490@ybl,-125.21
2024-02-15,THIRD WAVE COFFEE DELHI,-212.83
2024-02-16,UPI/332608308/THIRD WAVE COFFEE/oksbi,-133.67
2024-02-17,INDIAN OIL PETR 517396,-91.07
2024-02-18,UPI/648949023151/BHARAT PETROLEUM/ybl,-283.14
2024-02-19,POS 5901XXXXXX7951 EATSURE CHENNAI,-220.18
2024-02-19,UPI-BHARAT PETROLEUM-249194634144@axl,-205.51
2024-02-21,DELHI METRO 484837,-137.29
2024-02-21,MCDONALDS CHENNAI,-267.04
2024-02-21,POS 6352XXXXXX7807 MCDONALDS HYDERABAD,-221.48
2024-02-22,ACH D- PLAYSTATION STORE-845957,-456.67
2024-02-22,KFC HYDERABAD,-175.22
2024-02-22,UPI-UBER-642531655329@ybl,-127.88
2024-02-23,PAYTM INSIDER *70379,-223.90
2024-02-23,UPI-MORE SUPERMARKET-831165735@axl,-249.40
